id,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
37063001502,449064963,448681423,453175043,425771271,457830234,,503517714,673570964,671547962,391411785,402433494,447919002,450876090,546876224,540289673,611045361,587041378,673907303,1513042043,838399830
37063001503,25000,2500,2500,2500,2500,,2500,19647800,19647800,19647800,19647800,19647800,19647800,19647800,19647800,19647800,19647800,19647800,49119500,29471700
37063001601,352066449,368882789,376462079,413171763,396955843,,415156312,465441224,469307077,468225204,471305096,480690707,652305344,490325909,485724379,515809537,509645892,516260007,1122514563,624902586
37063001603,406759177,415569713,427129907,430023543,436338057,,466045553,572665121,578428029,577006572,612859303,642392298,646217730,650298530,645906432,656162914,653142594,660605190,1425357543,780824076
37063001604,519939165,544379148,567639574,582624257,600062908,,617761770,631244575,627073330,626162671,627404970,627566317,629601398,629287268,621520804,666883843,661445905,665242488,1410520285,754312170
37063001705,385082147,406044966,409752619,392657026,396454498,,397267493,526369296,520412176,521730394,524749295,542918008,544330259,553061779,549782835,577464717,572929129,626008457,1377718528,756608135
37063001706,218316772,220303103,221704230,224257081,203689099,,220276990,269924236,270942387,274748986,280912430,290862081,302293561,313566730,313772856,373703451,375963669,374765440,846380031,482631856
37063001707,594239306,617309534,664462646,663762575,686625289,,727557552,791939562,784136320,785775937,790024010,793935198,809554243,819173197,816365740,920914788,919662149,976187001,2208781450,1290434228
37063001708,116062548,116185626,116536022,118110409,136031622,,163810965,208866669,218837552,231639654,238420813,241066814,244468069,250359355,250236664,247441761,248006612,249430567,551402676,303427179
37063001709,262792069,271611773,281400614,293747777,308483858,,331931800,445135269,449808064,464970770,466602861,490904035,493251756,494355160,485562760,531549927,509297088,539060147,1213808843,723095852
37063001710,156906890,169886327,179722237,184649901,191377068,,200643662,238958176,240434607,244040234,244992693,245749424,245527144,245514857,243504420,250908359,250736765,253036086,569394489,318146840
37063001711,162888963,162023713,163396780,167559850,168236491,,171028576,196732491,199743377,182715726,185540735,185453422,187482767,195988397,196806211,210197756,206925158,216238676,524594474,322641384
37063001801,354234589,345854586,367325849,406433455,400814768,,420899671,586605090,592875145,598508396,592473007,596944196,602640899,605133795,591808116,594654873,592075020,626539503,1387162111,778184393
37063001802,224995620,225930204,227568282,231490230,236739454,,250559619,307531358,307444560,303570525,305812221,306413642,306975887,304903721,299295062,302556816,303581842,304555137,691146659,391754204
37063001806,202894745,226595133,236168621,253298899,276200570,,319148583,380684852,390694628,385101129,392723152,402844631,405590986,411557310,401603802,429885246,425132666,447042289,982660400,585865931
37063001807,295837858,320791944,344239548,359449649,374853284,,410957956,490367760,506497422,511499308,512821938,513600570,513652364,513479702,511206233,508952748,508881711,513279230,1138171552,627955041
37063001808,205582358,231321755,213003776,219545578,239482430,,292066632,451752796,497783783,515176013,538351396,588474798,665002456,731157860,731566244,878112512,869827054,1032124012,2269183497,1298796677
37063001809,260117072,298879073,318059277,337847368,352650079,,365991216,479915765,482079271,484088080,485252157,488964297,494871166,514585365,506528009,542348751,542665584,609446845,1358280082,889291428
37063001900,176925496,188623928,210925814,226700919,239217377,,260565486,384097480,386812089,369397774,373881319,381420945,389611633,436302505,425556030,653472693,637243660,853820354,1972085915,1327239664
37063002007,324779257,325110408,327872084,330857345,335103640,,349877123,458825273,462593591,464170095,465548831,467731667,468499799,469184093,466286470,505084487,500990516,504883636,1134274816,639109483
37063002008,386037639,389941000,397145496,403442325,404877568,,408330456,592598980,602667328,603577036,607580042,614022320,616738641,620319200,619102517,652433206,646376017,655863223,1375090498,729016658
37063002009,226652828,236805670,244146301,247173787,249206565,,261469191,328361210,328299762,325177534,331365943,340145971,370988995,371455809,367726237,380568200,375772472,385415339,830791260,510149691
37063002013,261121271,262962722,266137491,266164624,270031933,,270562439,322818977,323802598,327883648,325506652,325369806,325457150,325443682,326697671,343864621,342970746,376146969,855070191,492941687
37063002015,345414407,348441900,328350148,343637955,358011039,,363484426,472414702,460866216,459420138,456768947,459774303,459777952,522365608,519102538,598695970,591291413,599088544,1281134802,741004529
37063002016,268994965,277575967,279968857,284285112,290477642,,301538818,389986714,395084143,396085522,395909394,395898974,401280546,403049639,401818023,485119767,481326682,511776080,1115024411,608761638
37063002017,655346179,685931294,714446764,653729282,662772887,,715099462,980929247,981270369,957713311,980759384,1011842972,1027666783,1036245668,1021264557,1189031346,1164709830,1176389104,2554286441,1459766019
37063002018,545239817,566553816,593873132,680575386,666327823,,711525190,1053352393,1057715559,1077167275,1100078110,1114812918,1143200662,1169102118,1182700599,1325245662,1319325725,1503794024,3381258294,2000085116
37063002019,344783713,347811973,344913084,344088749,350380102,,387150089,555844692,561085422,551144934,557715195,559877709,571109220,565771408,561908704,684753953,684618345,763046974,1638202663,877171862
37063002020,256109051,291723861,333962920,367930463,424602728,,511266471,730478290,748304664,778504185,814990955,837089197,853942085,885088580,879034970,991009533,986278660,1087793575,2340742909,1383381636
37063002021,234793810,471505600,555824113,587953244,624257083,,671796511,1088478892,1090326600,754419238,755468975,755200745,758058861,757733228,764346803,871571763,849935985,867111107,1884103466,1044552588
37063002022,229871137,234081749,238167164,243177264,245055990,,247251936,297236890,302930028,308865677,309110650,308643069,308726678,308599998,309198032,335334523,334553863,369052549,848650232,490561039
37063002023,182083034,184071608,188733430,189903107,192765714,,197515449,259172882,260715838,260071273,256942304,257400386,257922717,258107921,251385505,280477020,280113401,300214379,660664860,360450691
37063002024,368566283,381243086,388512192,413568569,413613335,,433649365,552628360,552597031,549450414,551177139,553737254,559637640,569232625,573481855,627559737,623380340,653502977,1401721806,749114996
37063002025,239629834,251624019,261061147,272951565,294130198,,337632667,425711569,424786413,430780129,437249607,441419855,443407524,444717400,439388604,473241013,468911170,480637763,1048381605,591646689
37063002026,168840971,184630402,195633976,209119696,226097252,,261374243,360871728,353547953,366572875,375232673,380553762,389907669,393425421,383704023,404361350,395771099,412135658,936750429,580777807
37063002027,664988963,730923283,791830230,810000429,817437811,,835192822,1075171550,1073643024,1078876411,1078652823,1090121813,1091753100,1128850790,1134691904,1383201933,1296121408,1481074589,3235138915,1804612154
37063002028,1064938887,1070180989,1063041361,1092961991,1186666173,,1294815415,1801034591,1821373847,1860034511,1892685996,1960111303,2004338434,2051620519,2038165896,2483363805,2354804546,2741517979,6047717478,3709955970
37063002100,894395863,923471108,911446954,1174189131,1012113399,,1006264065,1133717595,1109898043,1103245733,1136403564,1151694627,1175102635,1190017840,1116867221,1178847705,1163152628,1170564608,2442485352,1399740962
37063002200,330930734,335610705,339629991,340649114,346603188,,343788039,532555039,515505469,525838690,526382034,538433200,585826544,640982038,633931994,930716049,951396710,1192326210,3037673261,1929583903
37063002300,134139000,133655040,134019813,132575768,126059871,,125320845,188536644,211936532,209244197,253624215,273242299,399180375,417959006,418062161,507813867,523684994,578394559,1248790848,728170446
37063980100,1070802921,964021899,964757887,1026813328,1053998114,,968973190,1080036949,1126432699,1087283769,1124173951,1144491062,1128567277,1222905585,1254740587,1378538574,1271306626,1441639192,2824697181,1550656494
