id,y_1970,y_1980,y_1990,y_2000,y_2010,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
37063001707,2715,3867,4295,5903,6485,7075,7072,6914,7042,6832,6723,7085,7534.999999999905,8202.654700854613
37063001708,1377,2239,3070,2720,3989,4612,5005,5414,5260,5674,5273,5245,4895,5049
37063001709,1766,2832,3104,4509,6109,6462,6404,6489,6477,6926,7222,6964,8132.000000000469,7242.24656278687
37063001710,1116,1617,2993,3171,4705,4146,4392,4244,4348,4402,4519,4894,4646,4847
37063001711,1148,1668,4066,3796,4503,4327,4536,4700,4620,4740,4473,4465,5081.000000000809,4722.0599161181835
37063001801,4549,5076,4767,5507,7123,7372,7716,8008,7852,7903,8265,8618,8293,8967
37063001802,2891,4032,5334,6410,6736,6979,7165,6857,7452,8193,7951,8121,7548,7131
37063001806,1419,1796,1979,2943,5672,5460,5375,5674,6004,6806,7543,7416,6760,7635
37063001807,2881,3648,4018,5977,9416,9411,9516,9292,9153,9632,9435,10155,9928,10246
37063001808,1292,1644,1924,2906,5046,5300,6124,7118,7954,8732,9744,10407,11477.000000000671,11015.815824468667
37063001809,1385,1762,2060,3111,5148,6334,5979,6096,5448,5936,6171,6217,7336.999999999328,6956.184175531333
37063001900,1274,1888,1757,1616,2847,2376,2662,3011,3102,3453,4128,4418,6200.999769513504,5610.999789555808
37063002007,1955,2593,4387,4706,4854,4856,4869,4864,5081,5172,4929,4855,5080,5184
37063002008,1697,2251,2317,2817,2907,3099,3093,3069,3101,3103,3065,3069,3178,3784
37063002009,2570,3283,4649,4799,4685,4632,4415,4403,4559,4556,4688,5052,4800,5039
37063002013,297,394,4123,4336,4481,4636,4717,4683,4550,4447,4577,4679,4805,4771
37063002015,540,2772,4041,5355,5127,4997,5376,5446,5505,5782,5938,5801,5264.0000000017135,5179.036599766159
37063002016,412,2120,2909,4010,5384,5815,5967,5833,5731,5941,5462,5304,5501.33084314004,5127.657346718376
37063002017,2762,2382,3592,4869,6654,6701,6879,7450,7615,7506,7805,7660,8192.000000000398,8063.963400236433
37063002018,2609,2302,3882,5266,7483,8126,8344,8202,8674,9481,9409,9587,10364.66915685996,10500.342653281625
37063002019,812,1077,1386,4098,4408,4895,4625,4750,4844,4839,4548,5064,5117.99999999916,4655.30261212348
37063002020,435,577,742,2195,5894,6150,6635,6902,6971,6893,7157,7445,8334.998620937791,9267.411489405087
37063002021,452,599,771,2280,4432,4490,4766,4476,4518,4410,4376,4285,4604,4836
37063002022,820,1088,1400,4139,4307,4627,4562,4616,4688,4638,4895,4819,4524,4250
37063002023,428,666,2137,2935,2808,2813,2837,3144,3308,3197,3273,3287,2837,2931
37063002024,716,1113,3572,4906,5848,5699,6037,6139,6188,6475,6421,6361,7058,5827
37063002025,1432,2247,2838,4123,5938,5901,6250,6583,6898,7030,7162,6746,6410,6652
37063002026,1051,1650,2083,3027,5813,5612,5977,6385,6434,6391,6994,7296,6831,9183
37063002027,2262,3004,2295,3415,7272,7672,8179,8942,9099,9298,9995,10567,10989,9084
37063002028,834,1107,846,1259,6001,6010,6995,7083,7604,8019,9192,10201,12483.585618588342,10801.771403660172
37063002100,2822,2716,4112,5821,6362,9308,9162,9247,9284,9149,9396,9200,9055.998548245529,9091.998925457014
37063002200,1519,1054,1247,1267,1946,1795,1867,1758,1835,2153,2054,2091,3177,2410
37063002300,3592,1839,2009,2433,1331,1547,1455,1365,1484,1346,1597,1633,2434,2005
37063980100,223,296,226,337,4,90,75,0,0,0,0,0,10.414381412966,0.919722975373
