id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
370630017091,252,277,314,207,338,,472,283,106,,220
370630017092,97,43,149,87,279,424,496,398,136,101,332
370630017093,64,61,39,40,42,59,61,83,265,,996
370630017101,72,75,51,43,60,49,66,54,118,128,777
370630017102,32,51,141,119,83,82,129,177,108,54,41
370630017111,80,69,132,146,180,165,38,98,90,380,678
370630017112,38,61,32,40,31,20,22,41,159,29,40
370630017113,73,62,47,43,46,61,42,36,151,96,157
370630018011,429,233,176,,,,,,86,,
370630018012,296,310,170,378,417,108,92,34,129,635,375
370630018013,191,112,108,117,152,300,120,191,116,,
370630018014,,,565,746,284,321,74,96,85,,194
370630018015,,964,928,,,,,,26,,
370630018021,212,394,264,467,409,146,345,211,163,50,98
370630018022,29,26,125,386,191,299,242,256,192,49,73
370630018023,73,97,100,123,136,250,405,153,156,248,264
370630018024,155,726,899,520,38,266,89,98,73,346,
370630018061,456,453,313,87,113,79,220,,32,,
370630018062,419,266,409,540,556,451,130,75,126,,
370630018071,68,38,59,54,82,67,128,100,184,,
370630018072,176,163,140,109,101,209,200,49,73,,
370630018073,423,292,223,286,191,519,447,114,166,,
370630018081,,128,581,174,167,175,,,37,148,712
370630018082,120,382,436,373,215,278,360,148,145,554,
370630018091,136,103,92,133,118,118,86,84,266,,
370630018092,125,63,72,114,109,187,179,182,170,125,197
370630019001,,310,175,199,152,199,1001,865,56,,
370630019002,906,776,1072,180,145,146,,332,71,,
370630020071,581,335,213,286,273,152,125,401,51,,
370630020072,71,60,63,68,138,114,74,64,167,124,159
370630020073,186,,,,,,,,29,,
370630020081,1375,534,455,325,234,216,,,12,,
370630020082,254,224,71,81,97,259,151,,30,,
370630020091,328,170,196,172,68,99,157,213,111,425,280
370630020092,480,108,153,312,930,631,148,76,100,232,173
370630020093,229,231,127,173,194,204,92,88,94,135,281
370630020131,409,281,154,135,86,65,176,170,52,,
370630020132,579,398,471,80,237,267,319,516,83,719,
370630020133,314,401,455,311,147,219,184,339,82,515,
370630020151,79,61,57,74,100,74,77,95,220,381,222
370630020152,61,43,44,72,55,31,30,71,173,162,111
370630020153,208,217,85,49,96,118,92,126,107,112,323
370630020161,32,72,34,50,42,39,30,54,220,122,115
370630020162,30,34,40,46,34,31,38,77,199,135,120
370630020171,745,604,137,191,268,223,299,,23,,
370630020172,371,267,642,514,365,205,308,477,53,211,197
370630020173,95,94,110,88,147,82,139,121,168,,
370630020181,279,59,78,62,56,154,233,178,173,,
370630020182,82,68,106,106,93,101,71,109,240,,350
370630020183,1321,613,1028,437,332,255,183,203,179,,
370630020191,64,49,41,78,76,73,94,110,157,50,67
370630020192,151,126,133,97,155,114,135,71,114,70,100
370630020193,1857,603,980,,1333,300,210,277,58,,
370630020201,190,391,1257,,1184,1841,1461,872,66,1004,138
370630020202,,,,,,,,,22,,
370630020211,128,109,130,152,147,58,79,113,193,247,237
370630020212,236,292,121,135,435,552,654,289,149,407,287
370630020221,60,59,71,88,77,88,68,51,162,141,108
370630020222,120,98,250,134,137,83,130,174,162,610,
370630020231,57,75,47,38,27,30,51,63,81,49,61
370630020232,104,113,104,79,79,67,46,33,82,202,136
370630020241,521,257,166,70,57,99,128,113,115,,
370630020242,95,235,41,220,124,337,88,111,79,102,88
370630020243,32,128,62,111,87,319,396,568,149,,201
370630020251,232,,,170,245,242,237,319,83,240,225
370630020252,59,72,120,245,152,172,115,84,188,,279
370630020253,154,242,127,85,45,51,59,166,84,83,100
370630020261,115,90,198,198,321,52,322,231,244,148,241
370630020262,46,83,76,53,30,40,42,70,268,145,76
370630020271,110,23,27,13,225,45,87,102,70,,
370630020272,101,83,81,106,77,67,63,59,309,,
370630020273,88,79,43,46,53,57,41,104,321,399,655
370630020281,131,152,135,131,314,130,159,139,123,190,137
370630020282,76,80,44,35,45,129,188,117,221,130,186
370630020283,27,54,62,58,51,46,49,55,249,,
370630021001,2692,628,626,826,,,,,65,,
370630021002,98,130,287,,,,,,84,,
370630021003,437,49,,257,,,,568,52,,
370630022001,92,112,95,113,67,93,76,67,91,312,279
370630023001,158,141,169,152,138,263,510,119,48,155,82
370630023002,110,180,132,338,193,53,96,63,63,89,47
370639801001,,,,,,,,,12,,
