id,y_2001,y_2002,y_2003,y_2004,y_2005,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
370630018023,416501,330853,722244,1276556,1099701,2525668,3500623,3066133,4084270,3820764,3494066,3082016,3291313,3029742,2955527,3328504,3962552,7900581
370630018024,453474,500286,440611,734859,521247,687656,843986,887189,1018183,1244376,987702,1094142,1175583,1042373,961237,1166878,1270952,2030427
370630018061,177117,245273,458203,415509,521463,355200,732494,802443,896382,1100165,927011,1022581,878577,823951,384671,621588,2268369,3837886
370630018062,584461,516266,839020,1807705,3048773,4867121,6681220,8636421,7102502,8513444,7609354,8618627,8844032,10597194,10620833,10352563,12096596,28541949
370630018071,99496,244476,221438,502251,478099,1678313,3212274,4230142,4504937,4286501,4341413,4027328,4731153,5948314,6116878,5426331,6518711,16460827
370630018072,729386,666716,1507274,3079771,2551627,3773381,4814639,4852203,5771390,6001922,5375676,4527249,5272104,6927903,6980526,7292224,9063695,20502753
370630018073,484870,565944,750059,1079639,1489554,1574968,2333070,2539332,3283277,3417905,2967688,3449388,3652456,5580437,5732132,6012194,7413201,16743552
370630018081,1477860,1429406,1686612,1989649,2019185,2331713,2537150,2726909,3598661,3957686,3773084,3823959,4151694,5773448,5089160,5381335,6387589,14142254
370630018082,197601,70751,243389,446060,705297,887609,2101558,2720739,3541103,7301197,9890110,8789716,8752204,8298415,9678292,9195727,18425168,39747699
370630018091,495297,561125,538543,554620,567577,902127,1315363,1923636,1717423,1977473,2012557,1950400,2375080,2162664,1896839,2459848,15477165,24530651
370630018092,480624,668661,582781,909001,1218540,1361256,2009459,1870799,1869218,2681834,2111413,2695420,2097678,2682159,2518830,1711442,2424026,7859530
370630019001,191659,249815,249815,225282,431843,196564,432880,432880,584980,486182,693899,838218,1614853,1303271,4388765,4185466,17305853,78903187
370630019002,185332,243488,165739,410622,748901,1228563,2332308,2898128,3593912,3396997,5356311,5306378,5568041,3304367,3746079,3409303,3690240,9021015
370630020071,1475642,1438806,1747147,2108400,1966122,1826398,3827213,3675912,3947777,4276238,5194927,4268417,3502551,3995422,3637259,3829628,4736025,11393597
370630020072,2771689,3131776,3507228,4041186,3507964,3754145,5458614,5478823,3896901,4963992,4565282,5475099,5419025,3659700,3212196,3272732,4169125,8489316
370630020073,1304596,1315915,998307,1534365,1528608,1114182,951787,1663969,1152343,1245175,1558926,1420163,1308315,879011,935711,861400,1834876,4189365
370630020081,1375732,3719216,3507653,5707345,5078056,2797199,3742606,5742710,4080454,4786250,4522097,3849174,3853612,4769307,3685515,2216714,2775189,6734207
370630020082,3391812,3116941,2777281,3017489,4522186,4323647,6827615,7082160,8240144,9317839,9161240,9326687,8382094,8364358,8888803,8364577,7420098,19019047
370630020091,832956,1090885,1320671,1286567,1112549,1642696,1393880,1410260,1615057,1250338,1457221,1540124,1561633,1854507,2073964,1791911,2315312,5700345
370630020092,696500,564054,811921,1153522,1279794,1299134,1750180,1219436,1809062,1925157,1775782,1811869,2191460,2229700,1753404,1813017,2736043,6116860
370630020093,918480,1048628,1420729,1650858,1369293,1472701,2204952,2552331,2409970,2350252,2663883,2379133,2691903,2591196,2172436,2290816,2644773,6027100
370630020131,1216392,1216392,1549684,1459133,1420776,1457985,1948578,2542680,1953358,3084017,2394277,2153668,2260830,2434500,2066157,2489716,3681965,10269715
370630020132,866643,865862,976687,946697,935535,889336,1411740,1222767,1248121,1130125,1487204,1409652,1167315,1066043,825860,1051743,3996719,7893508
370630020133,1739440,1205505,1321761,2026093,1431206,1400055,1663795,1862940,2257343,3249851,2965503,2181726,1875957,1782467,1888360,1803648,2240828,6648573
370630020151,580669,688430,592350,863692,689302,653997,1209495,1246906,1422848,1463865,1824594,1599374,1460935,1756159,1659416,1697288,2400155,6017508
370630020152,1172145,1154485,1313696,1463565,1284250,895600,1025956,1798942,1231540,1100648,1659786,1969724,1295089,1075475,871743,871743,1084760,3491528
370630020153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370630020161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370630020162,592541,827076,827076,1078121,1019923,705813,893743,1186926,1158805,1399262,1006748,920876,1622148,1361045,2541591,1989298,2940303,6075843
370630020171,1747230,2177086,1703663,1252597,1000078,1479527,3486911,3199003,2815765,3871065,4062409,4118508,4670264,4596191,4154443,4199314,6374152,13994141
370630020172,1656464,1348958,1793407,2117456,2062985,1747695,4224923,4485907,4577451,4955692,5272634,5116803,4176319,4368370,4396695,4165937,5259869,11667480
370630020173,1489983,1392686,1762800,2356390,2040116,1588019,2549400,2204227,2690085,3629025,2588338,3378495,3132606,3325175,3483136,3500372,4699911,11531330
370630020181,1353500,2634995,2305503,1358877,2269159,2147392,4972134,6733579,4468571,5777483,4424083,8265349,7388826,10151361,11203499,7917382,14679325,32354582
370630020182,1939568,1936269,1562294,1925649,2545892,4466479,5200632,4165883,3980208,4411122,5711089,6594318,5352006,5200150,5242274,5960437,7629649,19232738
370630020183,2074119,1820229,1660514,1549457,1709848,2192923,3907354,4887757,5411161,5149122,5989357,6202748,7109775,5605603,4550591,4545779,9223185,13199407
370630020191,44838,44838,44838,87198,87198,133037,278115,278115,176590,618088,618088,632515,1027351,571426,596718,248688,1072270,2428659
370630020192,75696,146434,198926,198926,146434,135277,227795,227795,1131627,1131627,1177993,3272199,1633748,1412463,1882700,3164877,10312172,17915161
370630020193,1525983,1670248,2085259,1750808,2119594,1371902,1733432,2088877,2620505,3333599,4987219,4049300,3280596,2966297,2483917,3110297,4623593,11095671
370630020201,86936,209929,387044,613336,596458,2546128,3735201,3181500,4184234,5060829,4308556,5009306,6153374,6926643,7003548,6178329,9783810,13809795
370630020202,511608,895128,1128831,2110394,2240878,2294088,3387976,6944607,6077439,10055923,12226501,7091362,6004858,5996901,5658839,5748925,11189173,24107827
370630020211,339605,549576,538214,501610,814920,2320115,3537234,4277496,4809873,4639255,5693955,4171685,3528178,2770549,2812652,3016279,4361072,10574508
370630020212,0,118147,232545,461341,989508,1605308,1853343,2172778,1816882,1757601,2117343,2208750,2293593,2453523,2806024,2524267,3811693,8277489
370630020221,441225,417026,539397,817729,880203,767846,624605,900570,1342568,1514920,1514920,1689736,1679247,1728235,1566534,1397570,1741470,3966386
370630020222,2391461,2390537,2345419,3318817,3457908,3160118,4675234,4537981,4423017,5093157,5582304,4618179,4056737,3703928,3791637,4047380,5057636,10806723
370630020231,890482,569112,726348,944908,954491,788234,1121199,1792471,1766800,1421429,1416297,1416297,1593245,2035842,1846523,1660293,1551798,4141757
370630020232,813973,813973,813973,1356100,1169047,1505215,1427550,1448725,1140797,1292720,1333627,1227249,1149241,760243,646659,1036754,827894,1363354
370630020241,3174028,2598686,3841835,4426677,3399672,4126948,4808780,4657631,5016253,6373261,6876775,8185083,9282690,10063921,9659798,8897818,11872958,26873080
370630020242,1040661,951860,1154916,1705717,1759209,1327514,1713045,2859165,2900188,3541048,3097274,3408347,3615236,3609411,2913862,2864393,3900114,8565238
370630020243,3312057,3128961,3001467,3248472,2993783,2925498,2914207,3267975,3404083,3556265,3567866,4210781,3765616,4618929,4583822,4205474,5499607,11087958
370630020251,796048,635687,870767,945083,1839515,2841199,2576851,3232723,3194539,4235211,4513385,5022119,5038716,6096973,6608313,6456524,8728499,17321947
370630020252,529952,482686,480821,1015573,1159211,1590318,2029316,1872039,1873147,1610429,2355450,2622639,2044080,2143973,1686337,1846598,2079398,6184043
